text,time,channel,label
"Yes, that is why we voted for trump.. we want to pay more.. thats MAGA and reducing jobs in america.",2 months ago (edited),CNBC,1
All make billions of dollars but want to keep it for yourself pay more tax,2 months ago,CNBC,1
"Not only politicians and governments react, ordinary people worldwide are sick of this buffoon and therefore, the new trend is BABA, Buy Anything But American!",2 months ago,CNBC,0
Tariff china!!!!! MAGA!!!!! AHAHAHAHAH,2 months ago,CNBC,1
Wow. :face-orange-raised-eyebrow:,2 months ago,CNBC,2
Reagan?  Reagan figured it out?!  Oof.  Yeah.  This one hurts.,2 months ago,CNBC,2
60 years ago we used to make our own products and people had more opportunities for employment. I could care less if Nike can no longer make shoes for $10 in another country  and mark them up 1500 percent. Shoes are labor intensive this clown says? Can he tie his shoes himself? Or is that too labor intensive?  But kids no days will believe him just because he said it. To people lack skills because they haven¡¯t been raised right.,2 months ago,CNBC,1
Great Documentary,2 months ago,CNBC,2
"REMEMBER AMERICANS ARE GENIUSES CAN YOU SEE WHEN YOU TO CHINA YOU BUY CHEAP SHOWS THAT YOU SHOULD NOT HAVE GOTTEN RID OF YOUR MANUFACTURERING ASSETS YOUR INNOVATION TO COMPETE NOT ON PRICE ONLY  THEIR WOULD BE NO NEED FOR TARIFFS
THE POET",2 months ago,CNBC,1
"¡¤ 
When you are covetous, you will fall into the hole of greed that you are digging when it is deep and large enough to swallow you. RIGHTEOUSNESS EXALTS A NATION AND COVETOUSNESS CAUSES ITS DOWNFALL
 Japan for example, the government have covetous politicians and top civil servants that make themselves very rich by 1] depriving their working class of their livelihoods through ever raising the costs of living; 2] ever increasing rental for offices, shops and factories to bankrupt them eventually and 3] ever increasing the prices of their products till not many around the world could afford to buy. Then came the last great recession that really make Japan to recover to normalcy very very very hard. The result of covetousness in governing by a covetous leader and his political appointees is MORE JAPANESE DO NOT GET MARRIED because they cannot afford to support a family because everything is expensive in the cities. With low birth rate, Japan will import foreign workers continuously and when the number is great enough, they would, perhaps, elect a non-Japanese PM. Fortunately, the Japanese government did not indulge in massive investments around the world using their reserves BELONGING TO THE PEOPLE otherwise when hit with crisis like covid-19, Japan would go bankrupt - banks no monies as reserves lost in hugh local and foreign venturing investments. Then people would go hungry before the country collapses financially as the reserves are depleted or monies[liquid cash] has turned into rocks and stones[modern buildings and structures that were built with UNCONTROLL corruptions that run and run among the politcal appointees thus raising the costs of living yearly ONLY TO CAUSE THE FINANCIAL COLLAPSE OF THE COUNTRY]!  
 No economy can be sustained when the leader of a country allows its political appointees to bankrupt retailers, exporters and manufacturers by ever increasing rental just to gain bigger bonuses and higher salaries. A WISE PM WOULD KEEP THE WORKING CLASS, RETAILERS, MANUFACTURERS, IMPORTERS AND EXPORTERS RICH BY NOT OVERTAXING THEM LEST WHEN WAR COMES THERE WOULD BE NO ONE TO FALL UPON FOR SUPPORT. President Trump, a wise businessman, who has knowledge that has understanding coming from God[Proverb 2:6] wisely supports financially the working class knowing that it is the working class that keep the economy running well, and when they get old, the elderly must be well taken care of. Also not forgetting the important role of  the manufacturers, retailers and exporters in sustaining the economy of the country!",2 months ago,CNBC,2
"Anyone who doesn't think ""We the people"" won't get higher prices is living on another planet! I don't feel a bit sorry for those who supported TRUMP; they obviously wanted to pay more for everything they buy and DO!",2 months ago,CNBC,1
OLD NEWS AND DECEIVING. WANT TO MAKE TRUMP'S POLICY LOOK BAD!!! TYPICAL FROM SERGEY AND LARY COMMUNISTS WHO OWN YOUTUBE.,2 months ago,CNBC,0
AMAZON SELLING CHINESE GOODS PUT TARIFFS ON AMAZON.,2 months ago,CNBC,1
"Business find loop holed, that's what Trump did",2 months ago,CNBC,1
Everything will go up because of Trumps' lack of leadership.  :(,2 months ago (edited),CNBC,1
"Relax, people ! India will take over and make shoes for the US",2 months ago,CNBC,1
Pirates ISE not just in hi sea,2 months ago,CNBC,2
"Who are they kidding. These companies are stocking up in advance and then they are going to raise their prices and say it is because of the tariffs, although they have these massive stockpiles of merchandise.",2 months ago,CNBC,1
"Trump promises to lower inflation, he introduces tariffs which raise prices instead",2 months ago,CNBC,1
"No one is willing to pay for American manufactured goods with labor being much higher, that's why we import from China and southeast asia so much. People will stomp their feet and agree tariffs should be put on China but no one is willing to spend more on higher priced goods. When they have to pay more they won't understand why.",2 months ago,CNBC,1
"The scheme is buy from China lower quality products and sell at slighty lower prices than American made products and make big profits. Long-term small businesses cannot compete and we end up needing to import more to supply demand. In the end we get inferior products that cost more because we have no affordable domestic alternatives. Another problem is that in America we don't have an economy that encourages regulation of prices for groceries. I am not talking about lobster but staples for your pantry like sugar, oil, flour, eggs, milk, etc, this creates food insecurity in an already strained economy. We have to work more to eat less, forget about saving now, you are living day to day praying that you don't get sick or have an accident because you know that you cannot afford any more expenses.",2 months ago,CNBC,1
And I still don¡¯t care. ???¡Î?,2 months ago,CNBC,2
If the price get high enough maybe we will buy shoes made in America and not over seas sweatshops,2 months ago,CNBC,2
here's to propaganda you indoctrinated fools. Stockholm syndrome? ,2 months ago,CNBC,1
good thing the tarifs already worked and made those countries CAVE to what is best for USA,2 months ago,CNBC,0
Tariffs will increase costs of finished goods and components used throughout US manufacturing. This will be an immediate and huge hike in inflation. To fight inflation the Fed will have to hike interest rates which will be wonderful for the billionaires but possibly take away the middle class. Inflation is so high that consumers are literally taking debt for basic life necessities. Collapse has indeed begun..,2 months ago,CNBC,1
Trump is crazy. They voted him  so live by it. America will die a natural death.,2 months ago,CNBC,1
HELLO! Why the USA is not making it's own products and goods so we don't have to depend on other countries? We should be exporting and not to much in-porting what we need!,2 months ago,CNBC,1
"They aren't going to keep prices down,  either way WE GET F-ed!
 Corporate owned republicans,  remember trumps 14% cut last time, to corporations? Watching out for M&Ms instead,  maybe cat eaters?
 Look up the unemployment rate  before HIS pandemic!",2 months ago (edited),CNBC,1
"Didn't Don-Key Trump know all the implications of tariffs? I thought he is a businessman.
Canada and Mexico should apply to join BRICS.",2 months ago (edited),CNBC,1
What tarriffs??,2 months ago,CNBC,2
"""Things cost too much, eggs, food, clothes and so on, I run on fixing these things. When I am elected prices will go down and you will have it better""...... November 6th : ""Ha ha ha, I won, let the Tariffs hit the floor let the tariffs hit the FLOOOOOR!!!. Enjoy the higher prices"" ---- Some guy elected Prez in Nov 2024 and sworn in January 21st 2025.",2 months ago (edited),CNBC,1
